"WAVE_NUMBER","INTL_ECONOMICIMPACT","STATE_VEHICLES_V1","STATE_VEHICLES_V2","CARBONTAX_COST10PCT","CARBONTAX_COST15DOL","CARBONTAX_COST50DOL","CARBONTAX_SUPPORT_BI","STATE_RPS_ECONOMY","GW_BELIEF","GW_CONCERN","BELIEVER_IMMEDIACY","GOVT_EFFECTIVENESS","GOVT_FED","STATE_NEIGHBORSACT","GASTAX_GOVT","FFTAX_GOVT","CAPTRADE_GOVT_V1","GOVT_EFFECTIVENESS_V2","STATE_RPS_V1","STATE_RPS_V2","STATE_RPS_V2_COST100","STATE_RPS_V3","STATE_RPS_V3_COST25","STATE_RPS_V3_COST50","DEMOG_EDU","DEMOG_POLVIEWS","DEMOG_RELIG","CARBONTAX_SUPPORT"
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Moderate","(6) Other",NA
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(2) Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(2) Catholic",NA
"(09) Spring 2013",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(6) Other",NA
"(11) Spring 2014",NA,NA,NA,"(4) Strongly oppose",NA,NA,"Not willing to pay",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant","Not willing to pay"
"(11) Spring 2014",NA,NA,NA,"(3) Somewhat oppose",NA,NA,"Not willing to pay",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(1) Protestant","Not willing to pay"
"(16) Fall 2016",NA,NA,NA,"(3) Somewhat oppose",NA,NA,"Not willing to pay",NA,"(1) Yes","(02) Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal",NA,"Not willing to pay"
"(16) Fall 2016",NA,NA,NA,"(2) Somewhat support",NA,NA,"Willing to pay",NA,"(1) Yes","(02) Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(7) Atheist","Willing to pay Revenue Neutral"
"(07) Spring 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(1) Protestant",NA
"(10) Fall 2013",NA,NA,NA,NA,"(4) Strongly oppose",NA,"Not willing to pay","(2) Somewhat agree","(2) No","(04) Not concerned at all",NA,NA,NA,"(4) Strongly disagree",NA,NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,NA,"(2) High school graduate","Liberal","(2) Catholic","Not willing to pay"
"(16) Fall 2016",NA,NA,NA,"(2) Somewhat support",NA,NA,"Willing to pay",NA,"(1) Yes","(02) Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Moderate","(1) Protestant","Willing to pay Revenue Neutral"
"(11) Spring 2014",NA,NA,NA,"(4) Strongly oppose",NA,NA,"Not willing to pay",NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(2) Catholic","Not willing to pay"
"(11) Spring 2014",NA,NA,NA,"(3) Somewhat oppose",NA,NA,"Not willing to pay",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(1) Protestant","Not willing to pay"
"(10) Fall 2013",NA,NA,NA,NA,"(2) Somewhat support",NA,"Willing to pay","(2) Somewhat agree","(1) Yes","(02) Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant","Willing to pay $15/month"
"(13) Spring 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) Somewhat agree","(2) Somewhat agree","(2) Somewhat agree","(3) Some college or technical school","Conservative","(2) Catholic",NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Liberal","(2) Catholic",NA
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(98) Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(1) Less than high school graduate","Conservative","(3) Jewish",NA
"(10) Fall 2013",NA,NA,NA,NA,"(4) Strongly oppose",NA,"Not willing to pay","(3) Somewhat disagree","(2) No","(04) Not concerned at all",NA,NA,NA,"(2) Somewhat agree",NA,NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(1) Protestant","Not willing to pay"
"(15) Spring 2016",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(6) Other",NA
"(13) Spring 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) Strongly disagree","(4) Strongly disagree","(4) Strongly disagree","(5) Graduate or professional degree","Moderate","(1) Protestant",NA
"(11) Spring 2014",NA,NA,NA,"(3) Somewhat oppose",NA,NA,"Not willing to pay",NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(1) Protestant","Not willing to pay"
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(02) Somewhat concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Moderate","(1) Protestant",NA
"(15) Spring 2016",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(5) Hindu",NA
"(09) Spring 2013",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,NA,"(2) Somewhat agree",NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(1) Protestant",NA
"(16) Fall 2016",NA,NA,NA,"(1) Strongly support",NA,NA,"Willing to pay",NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(6) Other","Willing to pay Revenue Neutral"
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant",NA
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(02) Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(1) Protestant",NA
"(10) Fall 2013",NA,NA,NA,NA,"(4) Strongly oppose",NA,"Not willing to pay",NA,"(2) No",NA,NA,NA,NA,"(1) Strongly agree",NA,NA,NA,NA,NA,NA,"(4) Strongly oppose",NA,NA,NA,"(2) High school graduate","Conservative","(1) Protestant","Not willing to pay"
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,"(5) Global warming not happening (volunteered)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(1) Protestant",NA
"(07) Spring 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(2) Catholic",NA
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(4) Not effective at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(1) Protestant",NA
"(15) Spring 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate",NA,NA
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(02) Somewhat concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(2) Catholic",NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate",NA,"(6) Other",NA
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,"(2) Some responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(1) Protestant",NA
"(15) Spring 2016",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate",NA,NA,NA
"(16) Fall 2016",NA,NA,NA,"(1) Strongly support",NA,NA,"Willing to pay",NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(7) Atheist","Willing to pay Revenue Neutral"
"(11) Spring 2014",NA,NA,NA,"(2) Somewhat support",NA,NA,"Willing to pay",NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(2) Catholic","Willing to pay Revenue Neutral"
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant",NA
"(07) Spring 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate",NA,NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant",NA
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(2) Catholic",NA
"(09) Spring 2013",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,"(1) Strongly agree",NA,NA,NA,NA,"(4) Strongly oppose",NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(2) Catholic",NA
"(15) Spring 2016",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Liberal","(2) Catholic",NA
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(02) Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(4) Muslim",NA
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(2) Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(1) Protestant",NA
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,"(3) No responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Moderate","(1) Protestant",NA
"(16) Fall 2016",NA,NA,NA,"(1) Strongly support",NA,NA,"Willing to pay",NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(2) Catholic","Willing to pay Revenue Neutral"
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(1) Protestant",NA
"(10) Fall 2013",NA,NA,NA,NA,"(3) Somewhat oppose",NA,"Not willing to pay","(2) Somewhat agree",NA,NA,NA,NA,NA,"(2) Somewhat agree",NA,NA,NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,"(3) Some college or technical school","Conservative","(2) Catholic","Not willing to pay"
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(2) Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(4) Muslim",NA
"(16) Fall 2016",NA,NA,NA,"(3) Somewhat oppose",NA,NA,"Not willing to pay",NA,"(1) Yes","(02) Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(1) Protestant","Not willing to pay"
"(07) Spring 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Conservative","(2) Catholic",NA
"(10) Fall 2013",NA,NA,NA,NA,"(1) Strongly support",NA,"Willing to pay","(2) Somewhat agree","(1) Yes",NA,NA,NA,NA,"(4) Strongly disagree",NA,NA,NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,"(5) Graduate or professional degree","Moderate","(1) Protestant","Willing to pay $15/month"
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(1) Protestant",NA
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school",NA,"(6) Other",NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(6) Other",NA
"(10) Fall 2013",NA,NA,NA,NA,"(1) Strongly support",NA,"Willing to pay","(1) Strongly agree","(1) Yes",NA,NA,NA,NA,"(2) Somewhat agree",NA,NA,NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,"(3) Some college or technical school","Conservative",NA,"Willing to pay $15/month"
"(11) Spring 2014",NA,NA,NA,"(4) Strongly oppose",NA,NA,"Not willing to pay",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(1) Protestant","Not willing to pay"
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Not too effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Moderate","(1) Protestant",NA
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(02) Somewhat concerned",NA,NA,"(2) Some responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Conservative","(1) Protestant",NA
"(15) Spring 2016",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Moderate","(2) Catholic",NA
"(15) Spring 2016",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(1) Protestant",NA
"(10) Fall 2013",NA,NA,NA,NA,"(4) Strongly oppose",NA,"Not willing to pay",NA,NA,NA,NA,NA,NA,"(2) Somewhat agree",NA,NA,NA,NA,NA,NA,"(4) Strongly oppose",NA,NA,NA,"(3) Some college or technical school","Moderate","(1) Protestant","Not willing to pay"
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Conservative","(2) Catholic",NA
"(13) Spring 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(1) Strongly agree","(1) Strongly agree","(1) Strongly agree","(4) College  graduate","Moderate","(1) Protestant",NA
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(3) Not too effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal",NA,NA
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(1) Protestant",NA
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Moderate","(2) Catholic",NA
"(01) Fall 2008",NA,"(2) Somewhat support",NA,NA,NA,NA,NA,"(3) Somewhat disagree","(1) Yes",NA,"(2) No",NA,"(2) Some responsibility","(2) Somewhat agree",NA,NA,NA,NA,"(3) Somewhat oppose",NA,NA,NA,NA,NA,"(3) Some college or technical school",NA,"(7) Atheist",NA
"(15) Spring 2016",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(2) Catholic",NA
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(6) Other",NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Moderate","(1) Protestant",NA
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,"(3) No responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate",NA,"(2) Catholic",NA
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(02) Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(1) Protestant",NA
"(16) Fall 2016",NA,NA,NA,"(2) Somewhat support",NA,NA,"Willing to pay",NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Moderate","(6) Other","Willing to pay Revenue Neutral"
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(1) Protestant",NA
"(10) Fall 2013",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,NA,"(1) Strongly agree",NA,NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(2) High school graduate","Conservative","(2) Catholic",NA
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(6) Other",NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Conservative","(1) Protestant",NA
"(10) Fall 2013",NA,NA,NA,NA,"(4) Strongly oppose",NA,"Not willing to pay","(4) Strongly disagree","(2) No","(04) Not concerned at all",NA,NA,NA,"(4) Strongly disagree",NA,NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,NA,"(2) High school graduate",NA,"(1) Protestant","Not willing to pay"
"(01) Fall 2008",NA,"(2) Somewhat support","(2) Somewhat support",NA,NA,NA,NA,"(3) Somewhat disagree","(2) No",NA,NA,NA,"(3) No responsibility","(2) Somewhat agree",NA,NA,NA,NA,"(3) Somewhat oppose",NA,NA,NA,NA,NA,"(5) Graduate or professional degree",NA,"(7) Atheist",NA
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(03) Not too concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school",NA,NA,NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(6) Other",NA
"(13) Spring 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) Strongly disagree","(4) Strongly disagree","(4) Strongly disagree","(2) High school graduate","Moderate","(1) Protestant",NA
"(01) Fall 2008",NA,"(1) Strongly support","(2) Somewhat support",NA,NA,NA,NA,"(2) Somewhat agree","(1) Yes",NA,"(1) Yes",NA,"(2) Some responsibility","(2) Somewhat agree",NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,NA,"(3) Some college or technical school",NA,"(6) Other",NA
"(01) Fall 2008",NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(2) Somewhat agree","(2) No",NA,NA,NA,"(3) No responsibility","(1) Strongly agree",NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,NA,NA,"(2) High school graduate",NA,"(1) Protestant",NA
"(01) Fall 2008",NA,"(1) Strongly support","(2) Somewhat support",NA,NA,NA,NA,"(1) Strongly agree",NA,NA,NA,NA,"(1) A great deal of responsibility","(3) Somewhat disagree",NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,NA,"(4) College  graduate",NA,NA,NA
"(01) Fall 2008",NA,"(1) Strongly support",NA,NA,NA,NA,NA,"(1) Strongly agree","(1) Yes",NA,"(1) Yes",NA,"(1) A great deal of responsibility","(4) Strongly disagree",NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,NA,"(4) College  graduate",NA,"(1) Protestant",NA
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(04) Not concerned at all",NA,NA,"(3) No responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(2) Catholic",NA
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(6) Other",NA
"(11) Spring 2014",NA,NA,NA,"(4) Strongly oppose",NA,NA,"Not willing to pay",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(6) Other","Not willing to pay"
"(13) Spring 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) Strongly disagree","(2) Somewhat agree","(2) Somewhat agree","(2) High school graduate","Liberal","(6) Other",NA
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(02) Somewhat concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(6) Other",NA
"(01) Fall 2008",NA,"(2) Somewhat support","(2) Somewhat support",NA,NA,NA,NA,"(3) Somewhat disagree","(1) Yes",NA,"(1) Yes",NA,"(2) Some responsibility","(3) Somewhat disagree",NA,NA,NA,NA,"(3) Somewhat oppose",NA,NA,NA,NA,NA,"(5) Graduate or professional degree",NA,"(2) Catholic",NA
"(01) Fall 2008",NA,"(1) Strongly support","(1) Strongly support",NA,NA,NA,NA,"(4) Strongly disagree",NA,NA,NA,NA,"(1) A great deal of responsibility","(4) Strongly disagree",NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,NA,"(5) Graduate or professional degree",NA,"(7) Atheist",NA
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(2) Catholic",NA
"(09) Spring 2013",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,NA,"(2) Somewhat agree",NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,NA,"(3) Some college or technical school","Moderate",NA,NA
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) No responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Conservative","(2) Catholic",NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(1) Less than high school graduate",NA,"(1) Protestant",NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Conservative","(2) Catholic",NA
"(16) Fall 2016",NA,NA,NA,"(2) Somewhat support",NA,NA,"Willing to pay",NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(1) Protestant","Willing to pay Revenue Neutral"
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(2) Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,"(4) Not effective at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant",NA
